Source_Station_Name,Destination_Station_Name,Train_Count
OKHA,BHAVNAGAR TERMINUS,1
OKHA,DEHRA DUN,1
OKHA,ERNAKULAM. JN,1
RAYAGADA JN.,JUNAGARH ROAD,1
OKHA,GORAKHPUR JN.,1
OKHA,GUWAHATI,1
OKHA,HAPA,1
OKHA,JAIPUR JN.,1
OKHA,MUMBAI CENTRAL,1
PEDDAPALLI,MAHBUBABAD,1
TIRUNELVELI JN,JAMNAGAR,1
OKHA,PURI,1
OKHA,RAMESWARAM,1
OKHA,SOMNATH,1
RAYA DRUG,TIRUPATI,1
OKHA,TUTICORIN,1
OKHA,VARANASI JN.,1
OKHA,VIRAMGAM JN,1
OLD MALDA,SINGHABAD,1
ONGOLE,GUDUR JN.,1
OKHA,NATHDWARA,1
NIMTITA,KATWA JN.,1
NIZAMABAD,BODHAN,1
RENIGUNTA JN.,AURANGABAD,1
RAYAGADA JN.,VISAKHAPATNAM,1
NIZAMABAD,KARIM NAGAR,1
NIZAMABAD,LOKMANYA TILAK TERMINUS,1
NIZAMABAD,NANDED,1
NIZAMABAD,PANDHARPUR,1
NIZAMABAD,PUNE JN.,1
TIRUNELVELI JN,NAGERCOIL JN.,1
NORTH LAKHIMPUR,MURKEONG SELEK,1
RAYAGADA JN.,VIJAYWADA JN.,1
TIRUNELVELI JN,TUTICORIN,1
RAYAGADA JN.,SAMBALPUR JN.,1
NSC BOSE J GOMO,BARWADIH JN,1
NSC BOSE J GOMO,CHAKARADHARPUR,1
NSC BOSE J GOMO,CHOPAN,1
NSC BOSE J GOMO,KHARAGPUR,1
NSC BOSE J GOMO,SINDRI TOWN,1
OKHA,AHMEDABAD,1
NIZAMABAD,QUILON,1
TIRUCHIRAPPALLI JN.,MANNARGUDI,1
PALASA,VIZIANAGARAM JN.,1
TIRUCHIRAPPALLI JN.,MANAMADURAI,1
SEALDAH,MALDA TOWN,1
PALGHAT TOWN,COIMBATORE  JN.,1
SEALDAH,MUZAFFARPUR JN.,1
RAXAUL JN.,SAGAULI JN.,1
RAXAUL JN.,PATLIPUTRA,1
PALGHAT TOWN,ERODE JN.,1
RAXAUL JN.,SITAMARHI,1
PALGHAT TOWN,PALANI,1
PALITANA,BANDRA TERMINUS,1
PALLAVARAM,CHENNAI BEACH,1
PALWAL,AGRA CANTT,1
SEALDAH,NEW COOCH BEHAR,1
PALWAL,ALIGARH JN.,1
PALWAL,DELHI JN.,1
TIRUCHIRAPPALLI JN.,HOWRAH JN.,1
PALWAL,HAZRAT NIZAMUDDIN JN,1
TIRUCHIRAPPALLI JN.,DINDIGUL JN,1
RAXAUL JN.,NARKATIAGANJ JN.,1
ONGOLE,TENALI JN.,1
TIRUNELVELI JN,BILASPUR JN.,1
TIRUNELVELI JN,BAGAVATHIPURAM,1
PALAKKAD JN,CHENNAI CENTRAL,1
PALAKKAD JN,ERNAKULAM. JN,1
PALAKKAD JN,NILAMBUR ROAD,1
PALAKKAD JN,PUNALUR,1
PALAKKAD JN,TIRUCHENDUR,1
PALANI,MADURAI JN,1
PALANI,PALGHAT TOWN,1
PALASA,GUNUPUR,1
PALANI,POLLACHI,1
TIRUCHIRAPPALLI JN.,VRIDHA CHALAM JN.,1
TIRUCHIRAPPALLI JN.,TRIVANDRUM CENTRAL,1
TIRUCHIRAPPALLI JN.,RAMESWARAM,1
PALANPUR JN,GANDHIDHAM JN.,1
PALANPUR JN,JODHPUR JN.,1
PALANPUR JN,NEW BHUJ,1
PALASA,BHUBANESWAR,1
TIRUCHIRAPPALLI JN.,NAGORE,1
PALASA,CUTTACK JN.,1
TIRUMALPUR,CHENGALPATTU,1
TIRUPATI,NAGARSOL,1
NEW DELHI,MOGA,1
TIRUPATI,MOOR MARKET,1
NEW DELHI,NAHARLAGUN,1
NEW DELHI,NEW JALPAIGURI JN,1
TIRUPATI,MANNARGUDI,1
NEW DELHI,PONDICHERRY,1
REWA,CHIRMIRI,1
TIRUPATI,MACHILIPATNAM,1
NIMTITA,AZIMGANJ JN.,1
SEALDAH,KATWA JN.,1
TIRUPATI,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
SEALDAH,KOLKATA,1
REWA,BILASPUR JN.,1
REWA,BHOPAL,1
TIRUPATI,KARIM NAGAR,1
NEW DELHI,SHMATA VD KATRA,1
SEALDAH,KWAKDWIP,1
TIRUPATI,KAKINADA PORT,1
NEW DELHI,SILCHAR,1
NEW DELHI,RAJGIR,1
TIRUPATI,VASCO-DA-GAMA,1
NEW DELHI,GUWAHATI,1
NEW DELHI,HABIBGANJ,1
TIRUPATI,SANTRAGACHI JN.,1
NEW DELHI,HYDERABAD DECCAN,1
NEW DELHI,ISLAMPUR,1
NEW DELHI,JABALPUR,1
TIRUPATI,SAI NAGAR SHIRDI,1
NEW DELHI,JALANDHAR CITY JN.,1
NEW DELHI,MALDA TOWN,1
NEW DELHI,JAMMU TAWI,1
NEW DELHI,JAYNAGAR,1
TIRUPATI,RAMESWARAM,1
TIRUPATI,PURI,1
NEW DELHI,KATHGODAM,1
NEW DELHI,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
REWA,HABIBGANJ,1
TIRUPATI,NELLORE,1
NEW DELHI,LUDHIANA JN.,1
TIRUPATI,NANDED,1
TIRUPATI,RAYA DRUG,1
RENIGUNTA JN.,KAKINADA TOWN,1
NEW JALPAIGURI JN,KISHANGANJ,1
NEW JALPAIGURI JN,MALDA TOWN,1
NEW JALPAIGURI JN,NEW DELHI,1
NEW JALPAIGURI JN,RAJENDRANAGAR TERMINAL,1
NEW JALPAIGURI JN,RANGIYA JN.,1
NEW JALPAIGURI JN,SEALDAH,1
NEW JALPAIGURI JN,SITAMARHI,1
NEW JALPAIGURI JN,UDAIPUR CITY,1
NEW DELHI,SONIPAT,1
NEW TINSUKIA JN,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
NEW TINSUKIA JN,RANGIYA JN.,1
TIRUPATI,AMRAVATI,1
NIDADAVOLU JN.,NARASAPUR,1
NILAMBUR ROAD,ERNAKULAM. JN,1
TIRUPATI,ADILABAD,1
NILAMBUR ROAD,PALAKKAD JN,1
TIRUNINRAVUR,MOOR MARKET,1
NIMACH,KOTA,1
NIMACH,UDAIPUR CITY,1
RENIGUNTA JN.,GUDUR JN.,1
NEW DELHI,TRIVANDRUM CENTRAL,1
TIRUPATI,KACHEGUDA,1
TIRUPATI,JAMMU TAWI,1
TIRUPATI,HUBLI JN.,1
NEW DELHI,UNA HIMACHAL,1
TIRUPATI,HAZRAT NIZAMUDDIN JN,1
NEW DELHI,VISAKHAPATNAM,1
TIRUPATI,GUNTUR JN.,1
TIRUPATI,GUNTAKAL JN.,1
NEW JALPAIGURI JN,ALIPUR DUAR JN.,1
TIRUPATI,AURANGABAD,1
TIRUPATI,GUDUR JN.,1
TIRUPATI,COIMBATORE  JN.,1
NEW JALPAIGURI JN,CHENNAI CENTRAL,1
REWA,ANAND VIHAR TERMINAL,1
NEW JALPAIGURI JN,DARJEELING,1
TIRUPATI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,1
NEW JALPAIGURI JN,DIGHA FS,1
TIRUPATI,BILASPUR JN.,1
SEALDAH,MADHYAM GRAM,1
SEALDAH,MAGRAHAT,1
NEW JALPAIGURI JN,AMRITSAR JN.,1
TATANAGAR JN,BADAMPAHAR,1
RATANAGARH JN,MERTA ROAD JN.,1
PATNA JN.,BARKAKANA,1
PATNA JN.,BATHINDA JN,1
TATANAGAR JN,AMRITSAR JN.,1
PATNA JN.,BILASPUR JN.,1
PATNA JN.,BUXAR,1
RATANAGARH JN,CHURU,1
PATNA JN.,CST-MUMBAI,1
RAXAUL JN.,HYDERABAD DECCAN,1
SECUNDERABAD JN.,GORAKHPUR JN.,1
RANINAGAR JALPAIGURI,HALDIBARI,1
SECUNDERABAD JN.,GUDUR JN.,1
PATNA JN.,HOWRAH JN.,1
TANTPUR,BARI,1
TANDUR,SECUNDERABAD JN.,1
PATNA JN.,JASIDIH JN.,1
TANDUR,HYDERABAD DECCAN,1
TAMBARAM,VILLUPURAM JN.,1
TAMBARAM,GUWAHATI,1
RATANAGARH JN,BIKANER JN.,1
PATLIPUTRA,BARAUNI JN.,1
TATANAGAR JN,DHANBAD JN.,1
TATANAGAR JN,DANAPUR,1
RATLAM JN,CHITTAURGARH JN,1
PATLIPUTRA,GORAKHPUR JN.,1
RATLAM JN,BHILWARA,1
RATLAM JN,AGRA  FORT,1
TATANAGAR JN,CHHAPRA JN.,1
PATLIPUTRA,LOKMANYA TILAK TERMINUS,1
TATANAGAR JN,BARBIL,1
TATANAGAR JN,CHAKULIA,1
TATANAGAR JN,CHAKARADHARPUR,1
TATANAGAR JN,BILASPUR JN.,1
PATLIPUTRA,PATNA JN.,1
PATLIPUTRA,RAXAUL JN.,1
PATLIPUTRA,YESVANTPUR JN.,1
PATNA GHAT,DIGHA GHAT,1
PATNA GHAT,PATNA JN.,1
TATANAGAR JN,BARKAKANA,1
PATNA JN.,AMRITSAR JN.,1
PATLIPUTRA,LUCKNOW JN.,1
PATNA JN.,PURNEA COURT,1
SURAT,JAMNAGAR,1
SURAT,HAPA,1
PATNA JN.,RANCHI,1
PATNA JN.,SAHARSA JN.,1
RANGIYA JN.,DIBRUGARH,1
PATNA JN.,SASARAM,1
PATNA JN.,SHALIMAR,1
PATNA JN.,VARANASI JN.,1
TAMBARAM,DIBRUGARH,1
PATTABIRAM E DEPOT,AVADI,1
SURAT,CHHAPRA JN.,1
SURAT,BHARUCH JN.,1
SURAT,BANDRA TERMINUS,1
SURAT,AMRAVATI,1
SECUNDERABAD JN.,HOWRAH JN.,1
SULTANPUR JN.,LOKMANYA TILAK TERMINUS,1
PATTABIRAM EAST CABIN,MOOR MARKET,1
SULTANPUR JN.,ANAND VIHAR TERMINAL,1
PEDDAPALLI,JAGITYAL,1
PATNA JN.,VASCO-DA-GAMA,1
TALGUPPA,SHIMOGA TOWN,1
TALEGAON,SHIVAJINAGAR,1
TALCHER,PURI,1
RANGIYA JN.,NEW TINSUKIA JN,1
PATNA JN.,KATIHAR JN.,1
PATNA JN.,KIUL JN.,1
SURENDRANAGAR,BOTAD,1
SURATGARH JN.,JAIPUR JN.,1
SURATGARH JN.,BATHINDA JN,1
RANGIYA JN.,NEW JALPAIGURI JN,1
PATNA JN.,PURNA  JN.,1
SURAT,SANJAN,1
SURAT,PURI,1
SURAT,NANDURBAR,1
SURAT,MUZAFFARPUR JN.,1
SURAT,MUMBAI CENTRAL,1
PATNA JN.,PATIALA,1
PATNA JN.,PATLIPUTRA,1
PATNA JN.,PATNA GHAT,1
PATNA JN.,PURI,1
SURAT,MALDA TOWN,1
PATNA JN.,MALDA TOWN,1
TINSUKIA JN.,DIBRUGARH TOWN,1
PANVEL,DAHANU ROAD,1
PANVEL,DIVA JN,1
PANVEL,GORAKHPUR JN.,1
TINSUKIA JN.,DANGARI,1
SEALDAH,SILCHAR,1
TILAK BRIDGE,SIRSA,1
TILAK BRIDGE,SADULPUR JN,1
PANVEL,NANDED,1
PATIALA,AMBALA CANTT JN,1
TILAK BRIDGE,ROHTAK JN.,1
TILAK BRIDGE,BULANDSHAHR,1
TILAIYA,DANAPUR,1
TIKUNIA,MAILANI JN.,1
RAVIKAMPADU,VISAKHAPATNAM,1
PARADEEP,PURI,1
THAWE JN.,GORAKHPUR JN.,1
PARADEEP,SANTRAGACHI JN.,1
RATNAGIRI,MADGOAN JN.,1
RATNAGIRI,DADAR,1
SEALDAH,THAKURNAGAR,1
PANDHARPUR,CST-MUMBAI,1
PANDHARPUR,MIRAJ JN.,1
TIRUCHIRAPPALLI JN.,CUDDALORE PORT JN.,1
PANDHARPUR,NIZAMABAD,1
PANDHARPUR,SAI NAGAR SHIRDI,1
PANDHARPUR,YESVANTPUR JN.,1
SEALDAH,NEW JALPAIGURI JN,1
RAXAUL JN.,DARBHANGA JN.,1
TIRUCHENDUR,TUTICORIN,1
TINSUKIA JN.,JORHAT TOWN,1
SEALDAH,PURI,1
TIRUCHENDUR,PALAKKAD JN,1
TIRUCHENDUR,CHENNAI EGMORE,1
PANIPAT JN.,ROHTAK JN.,1
PANKI,LUCKNOW JN.,1
TIRODI,ITWARI JN.,1
PANSKURA,DIGHA FS,1
PANSKURA,HALDIA,1
TINSUKIA JN.,LUMDING JN.,1
TINSUKIA JN.,LEDO,1
PANIPAT JN.,BHIWANI JN.,1
SECUNDERABAD JN.,BIKANER JN.,1
TENALI JN.,ONGOLE,1
TENALI JN.,MARKAPUR ROAD,1
TELTA,KATIHAR JN.,1
TATANAGAR JN,VISAKHAPATNAM,1
TATANAGAR JN,ROURKELA,1
SECUNDERABAD JN.,BOLARUM,1
TATANAGAR JN,LOKMANYA TILAK TERMINUS,1
TATANAGAR JN,KACHEGUDA,1
PARADEEP,VISAKHAPATNAM,1
TATANAGAR JN,ITWARI JN.,1
RATLAM JN,KOTA,1
PATHANKOT JN.,JAMMU TAWI,1
PATHANKOT JN.,JAWALAMUKHI ROAD,1
SECUNDERABAD JN.,CST-MUMBAI,1
PATHANKOT JN.,UDHAMPUR,1
TATANAGAR JN,HOWRAH JN.,1
SECUNDERABAD JN.,DANAPUR,1
SECUNDERABAD JN.,DARBHANGA JN.,1
PATHANKOT JN.,VERKA JN.,1
TATANAGAR JN,JAMMU TAWI,1
RATLAM JN,UDAIPUR CITY,1
THANJAVUR JN.,KUMBAKONAM,1
PARBHANI JN.,NANDED,1
PARLI VAIJNATH,ADILABAD,1
SEALDAH,VARANASI JN.,1
PARLI VAIJNATH,AKOLA JN.,1
PARLI VAIJNATH,MIRAJ JN.,1
PARLI VAIJNATH,PURNA  JN.,1
PARTAPGARH JN.,BHOPAL,1
PARTAPGARH JN.,DELHI JN.,1
THAKURNAGAR,SEALDAH,1
PARTAPGARH JN.,KANPUR CENTRAL JN.,1
PARTAPGARH JN.,LOKMANYA TILAK TERMINUS,1
SECUNDERABAD JN.,BALHARSHAH,1
THANJAVUR JN.,CHENNAI EGMORE,1
PARTAPGARH JN.,RAE BARELI JN.,1
PARTAPGARH JN.,VARANASI JN.,1
SECUNDERABAD JN.,BHUBANESWAR,1
PARVATSAR CITY,MAKRANA JN.,1
RATLAM JN,MATHURA JN.,1
SECUNDERABAD JN.,BIDAR,1
THANJAVUR JN.,KARAIKAL,1
CHENNAI BEACH,PONNERI,1
CHENNAI BEACH,ST. THOMAS MOUNT,1
CHENNAI BEACH,SULLURUPETTA,1
CHENNAI BEACH,VELLORE CANTT,1
CHENNAI CENTRAL,ALLEPPEY,1
CHENNAI CENTRAL,ARAKKONAM JN,1
CHENNAI CENTRAL,ASANSOL MAIN,1
CHENNAI CENTRAL,BHUBANESWAR,1
CHENNAI CENTRAL,BIKANER JN.,1
CHENNAI CENTRAL,BILASPUR JN.,1
CHENNAI CENTRAL,CHHAPRA JN.,1
CHENNAI CENTRAL,DELHI-SARAI ROHILLA,1
CHENNAI CENTRAL,ERNAKULAM. JN,1
CHENNAI CENTRAL,ERODE JN.,1
KARAIKAL,VELANKANNI,1
CHENNAI CENTRAL,HALDIA,1
CHENNAI CENTRAL,HUBLI JN.,1
CHENNAI CENTRAL,JAIPUR JN.,1
CHENNAI CENTRAL,JOLARPETTAI JN,1
CHENNAI CENTRAL,LOKMANYA TILAK TERMINUS,1
CHENNAI CENTRAL,LUCKNOW JN.,1
CHENNAI CENTRAL,METTUPALAIYAM JN.,1
CHENNAI CENTRAL,NAGARSOL,1
CHENNAI CENTRAL,NAGERCOIL JN.,1
CHENNAI CENTRAL,NEW DELHI,1
CHENNAI CENTRAL,NEW JALPAIGURI JN,1
CHENNAI CENTRAL,PALAKKAD JN,1
CHENNAI CENTRAL,PURI,1
CHENNAI CENTRAL,SAI NAGAR SHIRDI,1
CHENNAI CENTRAL,SHALIMAR,1
CHENNAI CENTRAL,GUDUR JN.,1
CHAKULIA,TATANAGAR JN,1
CHAMPAHATI,MAJERHAT,1
CHAMRAJANAGAR,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
CHANDAFORT,BALHARSHAH,1
CHANDAFORT,GONDIA JN.,1
CHANDAUSI JN.,MORADABAD JN.,1
CHANDAUSI JN.,RISHIKESH,1
CHANDIA ROAD,CHIRMIRI,1
CHANDIGARH,AJMER JN.,1
CHANDIGARH,BANDRA TERMINUS,1
CHANDIGARH,DIBRUGARH,1
CHANDIGARH,FIROZPUR CANTT JN.,1
CHANDIGARH,INDORE BG,1
CHANDIGARH,JAIPUR JN.,1
CHENNAI BEACH,PALLAVARAM,1
CHANDIGARH,MADGOAN JN.,1
CHANDIGARH,NEW DELHI,1
CHANDIGARH,PATLIPUTRA,1
CHANDIGARH,PRAYAG JN.,1
CHANDIGARH,SAHARANPUR JN.,1
CHANDIGARH,YESVANTPUR JN.,1
CHANDRAPURA JN.,BHOJUDIH JN.,1
CHANNA PATNA,KOLAR,1
CHEMBUR,CST-MUMBAI,1
CHENGALPATTU,COIMBATORE  JN.,1
CHENGALPATTU,KACHEGUDA,1
CHENGALPATTU,KAKINADA PORT,1
CHENGALPATTU,MADURAI JN,1
CHENGALPATTU,TIRUMALPUR,1
CHENNAI BEACH,MELMARUVATHUR,1
CHANDIGARH,KOCHUVELI,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,GONDIA JN.,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,HAZRAT NIZAMUDDIN JN,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,HYDERABAD DECCAN,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,NAGPUR JN.(CR),1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,PUNE JN.,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,SANGLI,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,SATARA,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,SOLAPUR,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,TIRUPATI,1
CHHEOKI,ITARSI,1
CHHINWARA JN,AMLA JN.,1
CHHINWARA JN,BETUL,1
CHHINWARA JN,BORDHAI,1
CHENNAI CENTRAL,SHRI MATA VAISHNO DEVI KATRA,1
CHHINWARA JN,INDORE BG,1
CHHOTA UDEPUR,PRATAP NAGAR,1
CHIKJAJUR JN.,CHITRADURG,1
CHIKJAJUR JN.,GUNTAKAL JN.,1
CHIKMAGALURU,SHIMOGA TOWN,1
CHIKMAGALURU,YESVANTPUR JN.,1
CHIRMIRI,ANUPPUR JN.,1
CHIRMIRI,BILASPUR JN.,1
CHIRMIRI,CHANDIA ROAD,1
CHIRMIRI,KATNI MURWARA,1
CHIRMIRI,REWA,1
CHITRADURG,CHIKJAJUR JN.,1
CHITRADURG,HARIHAR JN.,1
CHITRAKUTDHAM KARWI,KANPUR CENTRAL JN.,1
CHITTAURGARH JN,RATLAM JN,1
CHHINWARA JN,DELHI-SARAI ROHILLA,1
CHENNAI CENTRAL,SRI SATYA SAI PRASANTI NILAYAM,1
CHENNAI CENTRAL,VASCO-DA-GAMA,1
CHENNAI CENTRAL,VISAKHAPATNAM,1
CHENNAI CENTRAL,YESVANTPUR JN.,1
CHENNAI EGMORE,DADAR,1
CHENNAI EGMORE,GAYA JN.,1
CHENNAI EGMORE,GURUVAYUR,1
CHENNAI EGMORE,JODHPUR JN.,1
CHENNAI EGMORE,KANNIYAKUMARI,1
CHENNAI EGMORE,KARAIKAL,1
CHENNAI EGMORE,KARAIKKUDI,1
CHENNAI EGMORE,MANGALORE CENTRAL,1
CHENNAI EGMORE,MANNARGUDI,1
CHENNAI EGMORE,NAGERCOIL JN.,1
CHENNAI EGMORE,SALEM JN.,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,DHANBAD JN.,1
CHENNAI EGMORE,TIRUCHENDUR,1
CHENNAI EGMORE,TUTICORIN,1
CHERVATTUR,MANGALORE CENTRAL,1
CHHAPRA JN.,CHENNAI CENTRAL,1
CHHAPRA JN.,CST-MUMBAI,1
CHHAPRA JN.,DELHI JN.,1
CHHAPRA JN.,DURAUNDHA JN,1
CHHAPRA JN.,DURG,1
CHHAPRA JN.,FARRUKHABAD JN,1
CHHAPRA JN.,LOKMANYA TILAK TERMINUS,1
CHHAPRA JN.,MATHURA JN.,1
CHHAPRA JN.,MAU JN.,1
CHHAPRA JN.,SURAT,1
CHHAPRA JN.,TATANAGAR JN,1
CHHATRAPATI SHAHU MAHARAJ TERMINUS,AHMEDABAD,1
CHENNAI EGMORE,THANJAVUR JN.,1
BIDAR,HUMNABAD,1
BIDAR,HYDERABAD DECCAN,1
BIDAR,LOKMANYA TILAK TERMINUS,1
BIDAR,PANDHARPUR,1
BIDAR,YESVANTPUR JN.,1
BIJAPUR JN,BOLARUM,1
BIJAPUR JN,CST-MUMBAI,1
BIJAPUR JN,HUBLI JN.,1
BIJAPUR JN,RAICHUR,1
BIKANER JN.,BILASPUR JN.,1
BIKANER JN.,CHENNAI CENTRAL,1
BIKANER JN.,CHURU,1
BIKANER JN.,COIMBATORE  JN.,1
BIKANER JN.,DADAR,1
CHAKARADHARPUR,TATANAGAR JN,1
BIKANER JN.,KOCHUVELI,1
BIKANER JN.,KOLKATA,1
BIKANER JN.,NANDED,1
BIKANER JN.,PURI,1
BIKANER JN.,RATANAGARH JN,1
BIKANER JN.,REWARI JN.,1
BIKANER JN.,SECUNDERABAD JN.,1
BIKANER JN.,YESVANTPUR JN.,1
BILARA,JODHPUR JN.,1
BILASPUR JN.,AMRITSAR JN.,1
BILASPUR JN.,BHAGAT-KI-KOTHI,1
BILASPUR JN.,BHOPAL,1
BILASPUR JN.,BIKANER JN.,1
BILASPUR JN.,CHENNAI CENTRAL,1
BILASPUR JN.,CHIRMIRI,1
BIKANER JN.,HISAR JN,1
BHOPAL,UJJAIN JN,1
BHUBANESWAR,BALANGIR,1
BHUBANESWAR,BANGALORE CANTT.,1
BHUBANESWAR,BANGRIPOSI,1
BHUBANESWAR,BHADRAKH,1
BHUBANESWAR,BOKARO STEEL CITY,1
BHUBANESWAR,CHENNAI CENTRAL,1
BHUBANESWAR,CST-MUMBAI,1
BHUBANESWAR,CUTTACK JN.,1
BHUBANESWAR,HOWRAH JN.,1
BHUBANESWAR,JAGADALPUR,1
BHUBANESWAR,KENDUJHAR,1
BHUBANESWAR,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
BHUBANESWAR,KRISHNA RAJA PURAM,1
BIDAR,CST-MUMBAI,1
BHUBANESWAR,PALASA,1
BHUBANESWAR,PONDICHERRY,1
BHUBANESWAR,PUNE JN.,1
BHUBANESWAR,RAMESWARAM,1
BHUBANESWAR,ROURKELA,1
BHUBANESWAR,SECUNDERABAD JN.,1
BHUBANESWAR,VISAKHAPATNAM,1
BHUSAVAL JN.,CST-MUMBAI,1
BHUSAVAL JN.,DEVLALI,1
BHUSAVAL JN.,HAZRAT NIZAMUDDIN JN,1
BHUSAVAL JN.,ITARSI,1
BHUSAVAL JN.,KATNI,1
BHUSAVAL JN.,NARKHER,1
BHUSAVAL JN.,PUNE JN.,1
BHUSAVAL JN.,WARDHA JN.,1
BHUBANESWAR,LOKMANYA TILAK TERMINUS,1
BOKARO STEEL CITY,BHUBANESWAR,1
BOKARO STEEL CITY,RANCHI,1
BOLARUM,FALAKNUMA,1
BOLARUM,HYDERABAD DECCAN,1
BOLARUM,SECUNDERABAD JN.,1
BORDHAI,CHHINWARA JN,1
BORIVLI,DAHANU ROAD,1
BORIVLI,SURAT,1
BOTAD,BHAVNAGAR TERMINUS,1
BOTAD,SURENDRANAGAR,1
BOTAD JN (MG),AHMEDABAD JN.,1
BULANDSHAHR,TILAK BRIDGE,1
BUNIYADPUR,MALDA COURT,1
BURHWAL JN.,SITAPUR CANTT,1
BILASPUR JN.,ERNAKULAM. JN,1
BUXAR,FATUHA,1
BUXAR,MUGHAL SARAI JN.,1
BUXAR,PATNA JN.,1
BYNDOOR,KASARAGOD,1
CALICUT,SHORANUR JN.,1
CALICUT,TRICHUR,1
CALICUT,TRIVANDRUM CENTRAL,1
CANNING,BARASAT JN.,1
CASTLE ROCK,MIRAJ JN.,1
CHAIBASA,CHAKARADHARPUR,1
CHAKARADHARPUR,BARBIL,1
CHAKARADHARPUR,CHAIBASA,1
CHAKARADHARPUR,HOWRAH JN.,1
CHAKARADHARPUR,NSC BOSE J GOMO,1
CHAKARADHARPUR,ROURKELA,1
BURHWAL JN.,SITAPUR CITY JN.,1
BILASPUR JN.,HAPA,1
BILASPUR JN.,INDORE BG,1
BILASPUR JN.,KATNI,1
BILASPUR JN.,KORBA,1
BILASPUR JN.,NAGPUR JN.(CR),1
BILASPUR JN.,NEW DELHI,1
BILASPUR JN.,PATNA JN.,1
BILASPUR JN.,PENDRA ROAD,1
BILASPUR JN.,PUNE JN.,1
BILASPUR JN.,REWA,1
BILASPUR JN.,TATANAGAR JN,1
BILASPUR JN.,TIRUNELVELI JN,1
BILASPUR JN.,TIRUPATI,1
BILASPUR JN.,TITLA GARH JN.,1
BINA,BHOPAL,1
BOKARO STEEL CITY,ADRA,1
BINA,GWALIOR JN,1
BINA,JHANSI JN,1
BINA,KATNI,1
BINA,KATNI MURWARA,1
BINA,KOTA,1
BINA,NAGDA JN,1
BIRMITRAPUR,BARSUAN,1
BIRUR JN.,SHIMOGA TOWN,1
BISHNUPUR,BANKURA,1
BITRAGUNTA,CHENNAI CENTRAL,1
BITRAGUNTA,VIJAYWADA JN.,1
BODHAN,MAHBUBNAGAR,1
BODHAN,MIRZAPALI,1
BODHAN,NIZAMABAD,1
BOISAR,VASAI ROAD,1
BINA,DAMOH,1
DELHI JN.,KOTDWARA,1
DELHI JN.,KURUKSHETRA JN.,1
DELHI JN.,NARWANA JN.,1
DELHI JN.,PARTAPGARH JN.,1
DELHI JN.,RISHIKESH,1
DELHI JN.,SHRI GANGANAGAR,1
DELHI JN.,SITAPUR CITY JN.,1
DELHI JN.,TUNDLA JN,1
DELHI-SAFDAR JANG,DELHI-SAFDAR JANG,1
DELHI-SAFDAR JANG,KHADKI,1
DELHI-SAFDAR JANG,PAYYANUR,1
DELHI-SARAI ROHILLA,BANDRA TERMINUS,1
DELHI-SARAI ROHILLA,BHAGAT-KI-KOTHI,1
DELHI-SARAI ROHILLA,CHENNAI CENTRAL,1
CHITTAURGARH JN,UDAIPUR CITY,1
DELHI-SARAI ROHILLA,DEHRA DUN,1
DELHI-SARAI ROHILLA,FIROZPUR CANTT JN.,1
DELHI-SARAI ROHILLA,INDORE BG,1
DELHI-SARAI ROHILLA,JAIPUR JN.,1
DELHI-SARAI ROHILLA,JAMMU TAWI,1
DELHI-SARAI ROHILLA,KALKA,1
DELHI-SARAI ROHILLA,PORBANDAR,1
DELHI-SARAI ROHILLA,RAJKOT,1
DELHI-SARAI ROHILLA,UDAIPUR CITY,1
DELHI-SARAI ROHILLA,UDHAMPUR,1
DELHI-SARAI ROHILLA,YESVANTPUR JN.,1
DELVADA,JUNAGADH JN,1
DELVADA,VERAVAL MG,1
DEOGHAR,RANCHI,1
DERABABA NANAK,AMRITSAR JN.,1
DELHI-SARAI ROHILLA,CHHINWARA JN,1
DEHRI-ON-SON,MUGHAL SARAI JN.,1
DEKARGAON,BHALUKPONG,1
DEKARGAON,KAMAKHYA JN,1
DEKARGAON,MURKEONG SELEK,1
DEKARGAON,RANGAPARA NORTH,1
DELHI JN.,AGRA CANTT,1
DELHI JN.,AHMEDABAD,1
DELHI JN.,ALIPUR DUAR JN.,1
DELHI JN.,AMB  ANDAURA,1
DELHI JN.,ATARI JN,1
DELHI JN.,AZAMGARH,1
DELHI JN.,BARAUT,1
