Source_Station_Name,Destination_Station_Name,Train_Count
BARUI PARA,SEALDAH,2
DURG,NAUTANWA,2
BARKAKANA,KODERMA,2
TIRUNELVELI JN,DADAR,2
BAREILLY JN.,MORADABAD JN.,2
BARIPADA PH,BANGRIPOSI,2
BARHARWA JN.,RAMPUR HAT,2
BARHARWA JN.,AZIMGANJ JN.,2
BARHAJ BAZAR,SALEMPUR JN.,2
BARHAJ BAZAR,BHATNI JN.,2
TIRUPATI,ARAKKONAM JN,2
BAREILLY JN.,PRAYAG JN.,2
BAREILLY JN.,NEW BHUJ,2
TIRUNELVELI JN,ERODE JN.,2
SHRI GANGANAGAR,SADULPUR JN,2
CHANDIGARH,AMRITSAR JN.,2
SHRI MATA VAISHNO DEVI KATRA,AHMEDABAD,2
SHRI MATA VAISHNO DEVI KATRA,DELHI JN.,2
SHRI MATA VAISHNO DEVI KATRA,NEW DELHI,2
CALICUT,KANNUR,2
SIKAR JN.,DELHI-SARAI ROHILLA,2
BHIMAVARAM JN.,RAJAHMUNDRY,2
SILCHAR,GUWAHATI,2
SILCHAR,MAISHASHAN,2
SILCHAR,TRIVANDRUM CENTRAL,2
BOLPUR,HOWRAH JN.,2
SILIGURI JN.,BAMANHAT,2
BOKARO STEEL CITY,ASANSOL MAIN,2
SINDRI TOWN,DHANBAD JN.,2
BIR,KHANDWA JN. (CR),2
SIKAR JN.,REWARI JN.,2
CHENNAI CENTRAL,VIJAYWADA JN.,2
CHENNAI CENTRAL,MADURAI JN,2
SHALIMAR,SANTRAGACHI JN.,2
SHALIMAR,SECUNDERABAD JN.,2
CHENNAI CENTRAL,HYDERABAD DECCAN,2
CHENNAI CENTRAL,HOWRAH JN.,2
CHENNAI CENTRAL,CST-MUMBAI,2
CHENNAI BEACH,TIRUTTANI,2
CHANDIGARH,LUCKNOW JN.,2
SHIMOGA TOWN,YESVANTPUR JN.,2
CHENNAI BEACH,KANCHIPURAM,2
SHIVAJINAGAR,LONAVLA,2
SHORANUR JN.,COIMBATORE  JN.,2
CHENGALPATTU,ARAKKONAM JN,2
SHRI GANGANAGAR,AMBALA CANTT JN,2
SHRI GANGANAGAR,BATHINDA JN,2
SHRI GANGANAGAR,HANUMANGARH JN.,2
SHIMOGA TOWN,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),2
BHUSAVAL JN.,NAGPUR JN.(CR),2
SONPUR JN.,CHHAPRA JN.,2
BHUBANESWAR,TIRUPATI,2
SULLURUPETTA,CHENNAI BEACH,2
SULLURUPETTA,VELACHEERY,2
SULTANGANJ,JAMALPUR JN.,2
SULTANPUR JN.,VARANASI JN.,2
BINA,GUNA,2
BHUBANESWAR,ANAND VIHAR TERMINAL,2
SURAT,VADODARA JN.,2
SURAT,VALSAD,2
SURAT,VIRAR,2
BHOPAL,INDORE BG,2
SURENDRANAGAR,DHRANGADHRA,2
BHIND,GWALIOR JN,2
TARAKESHWAR,SEORAPHULI JN.,2
BHUBANESWAR,BERHAMPUR,2
SINGUR,HOWRAH JN.,2
SIRMUTTRA,DHOLPUR (NG),2
SIRPURKAGHAZ NAGAR,SECUNDERABAD JN.,2
BILASPUR JN.,RAIGARH,2
SITAMARHI,KOLKATA,2
SITAPUR CANTT,BURHWAL JN.,2
SIURI,HOWRAH JN.,2
SIWAN JN.,DURAUNDHA JN,2
SONIPAT,JIND JN,2
SOLAPUR,BIJAPUR JN,2
SOLAPUR,CST-MUMBAI,2
BIKANER JN.,HARIDWAR JN,2
SOLAPUR,HUBLI JN.,2
BIJAPUR JN,SOLAPUR,2
SOMNATH,JABALPUR,2
SOMNATH,RAJKOT,2
BIDAR,GULBARGA,2
SIWAN JN.,GORAKHPUR JN.,2
AMB  ANDAURA,AMBALA CANTT JN,2
VIJAYWADA JN.,HUBLI JN.,2
VIJAYWADA JN.,KAKINADA PORT,2
ALLEPPEY,KANNUR,2
ALLEPPEY,ERNAKULAM. JN,2
VIJAYWADA JN.,ONGOLE,2
VIJAYWADA JN.,RAJAHMUNDRY,2
BANDRA TERMINUS,MAHUVA,2
ALLAHABAD JN.,MUGHAL SARAI JN.,2
ALLAHABAD JN.,KANPUR CENTRAL JN.,2
VIJAYWADA JN.,VISAKHAPATNAM,2
VILLUPURAM JN.,TIRUPATI,2
VIRAMGAM JN,MAHESANA JN,2
ALIGARH JN.,BAREILLY JN.,2
AKOLA JN.,PURNA  JN.,2
VISAKHAPATNAM,CHENNAI CENTRAL,2
ALLAHABAD JN.,NEW DELHI,2
VELANKANNI,NAGAPPATTINAM,2
AMRITSAR JN.,CHANDIGARH,2
VELLORE CANTT,ARAKKONAM JN,2
AMRITSAR JN.,ATARI JN,2
AMRITSAR JN.,AJMER JN.,2
AMRAVATI,PUNE JN.,2
VERAVAL MG,DHASA JN (MG),2
AMBIKAPUR,SHAHDOL,2
AMBALA CANTT JN,AMB  ANDAURA,2
AMBALA CANTT JN,SHRI GANGANAGAR,2
AMBALA CANTT JN,PANIPAT JN.,2
AMBALA CANTT JN,NANGAL DAM,2
AMBALA CANTT JN,LUDHIANA JN.,2
AMBALA CANTT JN,KALKA,2
VIJAYWADA JN.,BITRAGUNTA,2
VIJAYWADA JN.,CHENNAI CENTRAL,2
AMBALA CANTT JN,DELHI JN.,2
VIJAPUR,ADRAJ MOTI,2
AGRA CANTT,JHANSI JN,2
AGRA CANTT,HAZRAT NIZAMUDDIN JN,2
AGRA CANTT,ETAWAH,2
YESVANTPUR JN.,HAZRAT NIZAMUDDIN JN,2
YESVANTPUR JN.,HOSUR,2
AGARTALA,UDAIPUR,2
YESVANTPUR JN.,KACHEGUDA,2
VISAKHAPATNAM,HAZRAT NIZAMUDDIN JN,2
AGARTALA,ANAND VIHAR TERMINAL,2
ADRAJ MOTI,VIJAPUR,2
YESVANTPUR JN.,KOCHUVELI,2
YESVANTPUR JN.,LUCKNOW JN.,2
YESVANTPUR JN.,MYSORE JN.,2
YESVANTPUR JN.,SHIMOGA TOWN,2
YESVANTPUR JN.,TATANAGAR JN,2
YESVANTPUR JN.,VASCO-DA-GAMA,2
AGARTALA,DHARMANAGAR,2
VISAKHAPATNAM,KIRANDUL,2
VISAKHAPATNAM,KORAPUT JN.,2
VISAKHAPATNAM,LOKMANYA TILAK TERMINUS,2
VISAKHAPATNAM,PALASA,2
VISAKHAPATNAM,QUILON,2
AJMER JN.,CHITTAURGARH JN,2
AJMER JN.,AMRITSAR JN.,2
AHMEDABAD JN.,RANUJ,2
AGRA CANTT,KOLKATA,2
AHMEDABAD,VARANASI JN.,2
VRIDHA CHALAM JN.,SALEM JN.,2
AHMEDABAD,SHRI MATA VAISHNO DEVI KATRA,2
AHMEDABAD,PURI,2
AHMEDABAD,PUNE JN.,2
AHMEDABAD,PATNA JN.,2
WARANGAL,HYDERABAD DECCAN,2
AHMEDABAD,DARBHANGA JN.,2
VISAKHAPATNAM,VIJAYWADA JN.,2
UDHAMPUR,JAMMU TAWI,2
AZIMGANJ JN.,BARHARWA JN.,2
AYODHYA,MANKAPUR JN.,2
UMDANAGAR,SECUNDERABAD JN.,2
UNCHAHAR JN.,RAE BARELI JN.,2
AUNRIHAR JN.,JAUNPUR JN.,2
VADODARA JN.,DAHOD,2
VELACHEERY,TIRUTTANI,2
ASANSOL MAIN,TATANAGAR JN,2
VADODARA JN.,KATHANA,2
ASANSOL MAIN,NSC BOSE J GOMO,2
VADODARA JN.,SURAT,2
VADTAL SWAMINARAYAN,ANAND JN.,2
ASANSOL MAIN,BOKARO STEEL CITY,2
ASANSOL MAIN,ADRA,2
ARSIKERE JN.,MYSORE JN.,2
ATARI JN,AMRITSAR JN.,2
BANDRA TERMINUS,GORAKHPUR JN.,2
BANDRA TERMINUS,GANDHIDHAM JN.,2
BANDRA TERMINUS,DELHI-SARAI ROHILLA,2
BANDRA TERMINUS,BHAVNAGAR TERMINUS,2
BANDIKUI JN.,IDGAH,2
BAMANHAT,SILIGURI JN.,2
TUNDLA JN,ETAH,2
BALLIA,VARANASI CITY,2
BAGNAN,HOWRAH JN.,2
TUTICORIN,VANCHI MANIYACHCHI JN,2
UDAIPUR,AGARTALA,2
UDAIPUR CITY,BANDRA TERMINUS,2
BALASORE,KHARAGPUR,2
BALASORE,BARIPADA PH,2
UDAIPUR CITY,JAIPUR JN.,2
BAKHTIYARPUR JN.,RAJGIR,2
BAIDYANATHDHAM,ASANSOL MAIN,2
BALLIA,SHAHGANJ JN.,2
ANAND VIHAR TERMINAL,BHAGALPUR,2
VARANASI JN.,SULTANPUR JN.,2
ANAND VIHAR TERMINAL,AGARTALA,2
ANAND JN.,VADTAL SWAMINARAYAN,2
ANAND JN.,VADODARA JN.,2
ANAND JN.,DAKOR,2
VASAI ROAD,PANVEL,2
ARAKKONAM JN,VELLORE CANTT,2
AMRITSAR JN.,NANDED,2
VASCO-DA-GAMA,YESVANTPUR JN.,2
VASHI,PANVEL,2
AMRITSAR JN.,KOLKATA,2
AMRITSAR JN.,KHEM KARAN,2
AMRITSAR JN.,JAYNAGAR,2
AMRITSAR JN.,JALANDHAR CITY JN.,2
AMRITSAR JN.,HOWRAH JN.,2
AMTA,HOWRAH JN.,2
ARAKKONAM JN,TIRUTTANI,2
ARAKKONAM JN,TIRUPATI,2
VANCHI MANIYACHCHI JN,TUTICORIN,2
VARANASI CITY,BALLIA,2
ARAKKONAM JN,CHENGALPATTU,2
ARAKKONAM JN,AVADI,2
ARA,PATNA JN.,2
VARANASI CITY,GORAKHPUR JN.,2
ANAND VIHAR TERMINAL,BHUBANESWAR,2
ANAND VIHAR TERMINAL,SEALDAH,2
ANAND VIHAR TERMINAL,SAHARSA JN.,2
ANAND VIHAR TERMINAL,MUZAFFARPUR JN.,2
VARANASI JN.,MUGHAL SARAI JN.,2
VARANASI JN.,NEW DELHI,2
ANAND VIHAR TERMINAL,HOWRAH JN.,2
ANAND VIHAR TERMINAL,HATIA,2
ANAND VIHAR TERMINAL,GHAZIPUR CITY,2
VARANASI JN.,AHMEDABAD,2
SHAHGANJ JN.,BALLIA,2
CST-MUMBAI,MANMAD JN.,2
CST-MUMBAI,GHAT KOPAR,2
DAKOR,ANAND JN.,2
SECUNDERABAD JN.,SHALIMAR,2
COIMBATORE  JN.,NAGERCOIL JN.,2
DAHOD,VADODARA JN.,2
CST-MUMBAI,CHENNAI CENTRAL,2
SATNA,ITARSI,2
DARBHANGA JN.,AHMEDABAD,2
CST-MUMBAI,NAGERCOIL JN.,2
CHOPAN,KATNI,2
CHHATRAPATI SHAHU MAHARAJ TERMINUS,MIRAJ JN.,2
CUDDAPAH,NANDYAL,2
SECUNDERABAD JN.,KURNOOL TOWN,2
SATNA,MANIKPUR JN.,2
DAHOD,RATLAM JN,2
DANAPUR,RAJGIR,2
SAWANTWADI ROAD,MADGOAN JN.,2
CHHAPRA JN.,SONPUR JN.,2
SECUNDERABAD JN.,MANUGURU,2
CHHAPRA JN.,LUCKNOW JN.,2
CUTTACK JN.,BHADRAKH,2
CHITTAURGARH JN,AJMER JN.,2
CST-MUMBAI,KARMALI,2
SEALDAH,BARUI PARA,2
CHHAPRA JN.,GORAKHPUR JN.,2
CST-MUMBAI,MADGOAN JN.,2
CST-MUMBAI,MANKHURD,2
CHHAPRA JN.,BHATNI JN.,2
SECUNDERABAD JN.,FALAKNUMA,2
CST-MUMBAI,HYDERABAD DECCAN,2
SEORAPHULI JN.,TARAKESHWAR,2
SHAHDOL,AMBIKAPUR,2
CHENNAI EGMORE,TIRUCHIRAPPALLI JN.,2
CHHAPRA KACHEHRI,THAWE JN.,2
DALLI-RAJHARA,DURG,2
COIMBATORE  JN.,MANGALORE CENTRAL,2
SENGOTTAI JN,CHENNAI EGMORE,2
SECUNDERABAD JN.,GUWAHATI,2
SECUNDERABAD JN.,HAZRAT NIZAMUDDIN JN,2
DAHANU ROAD,DADAR,2
SEALDAH,SAHARSA JN.,2
DAHANU ROAD,BORIVLI,2
DADAR,TIRUNELVELI JN,2
CHENNAI EGMORE,SENGOTTAI JN,2
SEALDAH,NEW ALIPURDUAR,2
TIRUCHIRAPPALLI JN.,LALGUDI,2
CHENNAI EGMORE,QUILON,2
CHIKJAJUR JN.,HUBLI JN.,2
DADAR,SAI NAGAR SHIRDI,2
CHENNAI EGMORE,PONDICHERRY,2
DADAR,NEW BHUJ,2
SEALDAH,NEW DELHI,2
SEALDAH,ANAND VIHAR TERMINAL,2
DADAR,DAHANU ROAD,2
SEALDAH,NAMKHANA,2
CHENNAI EGMORE,RAMESWARAM,2
SAMBALPUR JN.,JHARSUGUDA JN.,2
SANTRAGACHI JN.,ULUBARIA,2
SECUNDERABAD JN.,GUNTUR JN.,2
NAGERCOIL JN.,GANDHIDHAM JN.,1
VALSAD,DAHOD,1
MYSORE JN.,DARBHANGA JN.,1
MYSORE JN.,DADAR,1
NAGERCOIL JN.,KACHEGUDA,1
ROHTAK JN.,REWARI JN.,1
VALSAD,HARIDWAR JN,1
VALSAD,JODHPUR JN.,1
VALSAD,KANPUR CENTRAL JN.,1
NAGARSOL,TIRUPATI,1
VALSAD,MUMBAI CENTRAL,1
URKURA,PANJIPARA,1
NAGERCOIL JN.,KANNIYAKUMARI,1
VALSAD,MUZAFFARPUR JN.,1
MYSORE JN.,AJMER JN.,1
MUZAFFARPUR JN.,YESVANTPUR JN.,1
MUZAFFARPUR JN.,VALSAD,1
NAGERCOIL JN.,KOCHUVELI,1
MUZAFFARPUR JN.,SURAT,1
MUZAFFARPUR JN.,SEALDAH,1
VADODARA JN.,GODHRA JN.,1
NAGERCOIL JN.,KOTTAYAM,1
NAGERCOIL JN.,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
VALSAD,PURI,1
VALSAD,SURAT,1
NAGARSOL,JALNA,1
ROHTAK JN.,TILAK BRIDGE,1
NAGARSOL,NANDED,1
MYSORE JN.,BAGALKOT,1
NAGDA JN,INDORE BG,1
MYSORE JN.,VARANASI JN.,1
VADODARA JN.,MUMBAI CENTRAL,1
MYSORE JN.,SOLAPUR,1
ROURKELA,BHUBANESWAR,1
MYSORE JN.,SHIMOGA TOWN,1
MYSORE JN.,SAI NAGAR SHIRDI,1
VADODARA JN.,KOTA,1
MYSORE JN.,NANJANGUD TOWN,1
MYSORE JN.,MAYILADUTURAI JN.,1
NABADWIP DHAM,MALDA TOWN,1
SAWANTWADI ROAD,LOKMANYA TILAK TERMINUS,1
SEALDAH,ALIPUR DUAR JN.,1
NAGDA JN,BINA,1
VADODARA JN.,ANAND JN.,1
ROHTAK JN.,PANIPAT JN.,1
SEALDAH,AMRITSAR JN.,1
MYSORE JN.,JAIPUR JN.,1
VADODARA JN.,BHILAD,1
SEALDAH,AJMER JN.,1
VALSAD,AHMEDABAD,1
MYSORE JN.,HOWRAH JN.,1
NADIKUDE JN.,MACHERLA,1
MYSORE JN.,HAZRAT NIZAMUDDIN JN,1
MYSORE JN.,DHARWAD,1
NAGERCOIL JN.,CHENNAI CENTRAL,1
SEALDAH,AGARTALA,1
NAGARSOL,CHENNAI CENTRAL,1
NAGERCOIL JN.,CHENNAI EGMORE,1
VALSAD,BANDRA TERMINUS,1
VADODARA JN.,VARANASI JN.,1
MUGHAL SARAI JN.,FAIZABAD JN.,1
MUGHAL SARAI JN.,GAYA JN.,1
MUGHAL SARAI JN.,JAUNPUR JN.,1
VARANASI JN.,PARTAPGARH JN.,1
VARANASI JN.,OKHA,1
MUGHAL SARAI JN.,VARANASI JN.,1
VARANASI JN.,KANPUR CENTRAL JN.,1
MUMBAI CENTRAL,AMRITSAR JN.,1
VARANASI JN.,JAMMU TAWI,1
MUZAFFARPUR JN.,BANDRA TERMINUS,1
MUMBAI CENTRAL,FIROZPUR CANTT JN.,1
VARANASI JN.,HUBLI JN.,1
MUMBAI CENTRAL,HAZRAT NIZAMUDDIN JN,1
VARANASI JN.,GWALIOR JN,1
ROZA JN,BAREILLY JN.,1
VARANASI JN.,GONDA JN.,1
ROURKELA,TATANAGAR JN,1
MUMBAI CENTRAL,OKHA,1
VARANASI JN.,GHAZIPUR CITY,1
SAWAI MADHOPUR JN,MATHURA JN.,1
SATARA,CHHATRAPATI SHAHU MAHARAJ TERMINUS,1
MORADABAD JN.,NAJIBABAD JN.,1
SAHARANPUR JN.,ALLAHABAD JN.,1
SATARA,PUNE JN.,1
MORADABAD JN.,SAHARANPUR JN.,1
SAGAULI JN.,RAXAUL JN.,1
SAGAULI JN.,NARKATIAGANJ JN.,1
SADULPUR JN,TILAK BRIDGE,1
MORVI,MALIYA MIYANA JN.,1
VARANASI JN.,PATNA JN.,1
VARANASI JN.,SEALDAH,1
VARANASI JN.,SAMBALPUR JN.,1
VARANASI JN.,RANCHI,1
SADULPUR JN,LUDHIANA JN.,1
SABALGARH,SHEOPUR KALAN,1
MUGHAL SARAI JN.,ARA,1
MUGHAL SARAI JN.,BUXAR,1
MUGHAL SARAI JN.,DEHRI-ON-SON,1
MUGHAL SARAI JN.,DILDARNAGAR JN,1
VARANASI JN.,SINGRAULI,1
ROURKELA,KORAPUT JN.,1
ROURKELA,JHARSUGUDA JN.,1
VARANASI CITY,BHATNI JN.,1
SAWANTWADI ROAD,DIVA JN,1
NAGERCOIL JN.,SHALIMAR,1
VARANASI CITY,AZAMGARH,1
MUZAFFARPUR JN.,BHAGALPUR,1
MUZAFFARPUR JN.,DARBHANGA JN.,1
VAPI,VIRAR,1
VARANASI JN.,DEHRA DUN,1
ROURKELA,GUNUPUR,1
MUZAFFARPUR JN.,DEHRA DUN,1
MUZAFFARPUR JN.,HOWRAH JN.,1
MUZAFFARPUR JN.,KOLKATA,1
MUZAFFARPUR JN.,MANDUADIH,1
ROURKELA,CHAKARADHARPUR,1
VALSAD,VIRAMGAM JN,1
MUZAFFARPUR JN.,PORBANDAR,1
VALSAD,UMBERGAON ROAD,1
ROURKELA,HATIA,1
MUMBAI CENTRAL,SURAT,1
MUMBAI CENTRAL,VADODARA JN.,1
MUMBAI CENTRAL,VALSAD,1
VARANASI JN.,CST-MUMBAI,1
VARANASI JN.,BARKAKANA,1
VARANASI JN.,BAREILLY JN.,1
VARANASI JN.,ASANSOL MAIN,1
VARANASI JN.,ANAND VIHAR TERMINAL,1
MUNABAO,BARMER,1
MUZAFFARPUR JN.,AHMEDABAD,1
SAWANTWADI ROAD,DADAR,1
MURI,SAMBALPUR JN.,1
VARANASI CITY,PHEPHNA JN.,1
MURKEONG SELEK,DEKARGAON,1
MURKEONG SELEK,KAMAKHYA JN,1
VARANASI CITY,LUCKNOW JN.,1
MURKEONG SELEK,NORTH LAKHIMPUR,1
ROURKELA,SAMBALPUR JN.,1
ROURKELA,PURI,1
MUNABAO,BHAGAT-KI-KOTHI,1
TRIVANDRUM CENTRAL,QUILON,1
NARKATIAGANJ JN.,SAGAULI JN.,1
NARKHER,BHUSAVAL JN.,1
NARKHER,KACHEGUDA,1
NARKHER,NEW AMRAVATI,1
NARWANA JN.,JIND JN,1
NATHDWARA,OKHA,1
REWARI JN.,BIKANER JN.,1
TRIVANDRUM CENTRAL,NEW DELHI,1
NAGPUR JN.(CR),JAIPUR JN.,1
TRIVANDRUM CENTRAL,MADURAI JN,1
TRIVANDRUM CENTRAL,LOKMANYA TILAK TERMINUS,1
TRIVANDRUM CENTRAL,KORBA,1
TRIVANDRUM CENTRAL,KANNUR,1
NELLORE,TIRUPATI,1
TRIVANDRUM CENTRAL,INDORE BG,1
TRIVANDRUM CENTRAL,HYDERABAD DECCAN,1
TRIVANDRUM CENTRAL,GURUVAYUR,1
SEALDAH,DUMDUM CANTONMENT,1
NEW ALIPUR (CALCUTTA),NAIHATI JN.,1
REWARI JN.,BHIWANI JN.,1
TUNDLA JN,FARRUKHABAD JN,1
NANGAL DAM,AMRITSAR JN.,1
NANGAL DAM,KOLKATA,1
TUNDLA JN,ETAWAH,1
NANGAL DAM,SAHARANPUR JN.,1
NANJANGUD TOWN,MYSORE JN.,1
REWARI JN.,JIND JN,1
NARASAPUR,BHIMAVARAM JN.,1
NARASAPUR,BHIMAVARAM TOWN,1
NARKATIAGANJ JN.,RAXAUL JN.,1
TUNDLA JN,ALIGARH JN.,1
TUNDLA JN,AGRA CANTT,1
NARASAPUR,HYDERABAD DECCAN,1
REWARI JN.,FAZILKA JN.,1
TRIVANDRUM CENTRAL,VERAVAL,1
TRIVANDRUM CENTRAL,TIRUCHIRAPPALLI JN.,1
NARASAPUR,QUILON,1
TRIVANDRUM CENTRAL,SHORANUR JN.,1
NARASAPUR,RAJAHMUNDRY,1
TRIVANDRUM CENTRAL,SHALIMAR,1
TUNDLA JN,DELHI JN.,1
TITLA GARH JN.,HOWRAH JN.,1
TITLA GARH JN.,BILASPUR JN.,1
TIRUVALLUR,PONNERI,1
REWA,NAGPUR JN.(CR),1
TIRUVALLUR,KADAMBATTUR,1
NEW DELHI,BARAUNI JN.,1
NEW DELHI,BAREILLY JN.,1
NEW DELHI,BHAGALPUR,1
REWA,MHOW,1
TRIVANDRUM CENTRAL,GORAKHPUR JN.,1
NEW DELHI,BILASPUR JN.,1
NEW DELHI,CHANDIGARH,1
NEW DELHI,CHENNAI CENTRAL,1
NEW DELHI,DARBHANGA JN.,1
SEALDAH,JAYNAGAR,1
NEW DELHI,DIBRUGARH,1
TIRUTTANI,VELACHEERY,1
TIRUTTANI,CHENNAI BEACH,1
NEW DELHI,FIROZPUR CANTT JN.,1
NEW DELHI,GAYA JN.,1
SEALDAH,JANGIPUR ROAD,1
SEALDAH,GUWAHATI,1
NEW AMRAVATI,NARKHER,1
TRIVANDRUM CENTRAL,ERNAKULAM. JN,1
TRIVANDRUM CENTRAL,CST-MUMBAI,1
TRIVANDRUM CENTRAL,CALICUT,1
TRICHUR,KANNUR,1
REWARI JN.,BATHINDA JN,1
REWA,RAJKOT,1
NEW BHUJ,PALANPUR JN,1
NEW DELHI,AJMER JN.,1
NEW BHUJ,SHALIMAR,1
TRICHUR,CALICUT,1
NEW BONGAIGAON  JN.,SILIGURI JN.,1
NEW COOCH BEHAR,SEALDAH,1
NEW COOCH BEHAR,SILIGURI JN.,1
TORI,RANCHI,1
TITVALA,ASANGAON,1
TITLA GARH JN.,RAIPUR JN.,1
NEW DELHI,AGRA CANTT,1
NEW DELHI,AHMEDABAD,1
NEW BHUJ,PUNE JN.,1
NAGPUR JN.(CR),SECUNDERABAD JN.,1
UDHNA JN.,JAYNAGAR,1
UDHNA JN.,DANAPUR,1
UDHAMPUR,PATHANKOT JN.,1
UDHAMPUR,KOTA,1
RISHIKESH,DELHI JN.,1
UDHAMPUR,DELHI-SARAI ROHILLA,1
UDHAMPUR,ALLAHABAD JN.,1
UDHAMPUR,AHMEDABAD,1
NANGAL DAM,AMB  ANDAURA,1
RISHIKESH,CHANDAUSI JN.,1
NAGPUR JN.(CR),WARDHA JN.,1
UDAIPUR CITY,SHALIMAR,1
UDAIPUR CITY,RATLAM JN,1
UDAIPUR CITY,NIMACH,1
NAHARLAGUN,NEW DELHI,1
NAIHATI JN.,BALLYGUNGE JN.,1
UDAIPUR CITY,NEW JALPAIGURI JN,1
REWARI JN.,SHRI GANGANAGAR,1
UDAIPUR CITY,MADAR JN,1
UDHAGAMANDALAM,METTUPALAIYAM JN.,1
UNA HIMACHAL,NEW DELHI,1
UNA HIMACHAL,NANDED,1
RISHIKESH,SHRI MATA VAISHNO DEVI KATRA,1
NAGORE,TIRUCHIRAPPALLI JN.,1
NAGPUR JN.(CR),AHMEDABAD,1
NAGPUR JN.(CR),AMLA JN.,1
UMBERGAON ROAD,VALSAD,1
NAGPUR JN.(CR),AMRITSAR JN.,1
ULUBARIA,SANTRAGACHI JN.,1
NAGPUR JN.(CR),REWA,1
UJJAIN JN,INDORE BG,1
NAGPUR JN.(CR),CHHATRAPATI SHAHU MAHARAJ TERMINUS,1
UJJAIN JN,DEHRA DUN,1
SEALDAH,BALLIA,1
NAGPUR JN.(CR),ITARSI,1
MORADABAD JN.,KASHIPUR JN,1
NAGPUR JN.(CR),KARMALI,1
UJJAIN JN,BHOPAL,1
UDHNA JN.,VARANASI JN.,1
NAGPUR JN.(CR),RAMTEK,1
SEALDAH,ASANSOL MAIN,1
NANDED,DAUND JN.,1
NANDED,HYDERABAD DECCAN,1
NANDED,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
TUTICORIN,MYSORE JN.,1
NANDED,LOKMANYA TILAK TERMINUS,1
NANDED,MANMAD JN.,1
NANDED,MEDCHAL,1
NANDED,NIZAMABAD,1
NANDED,PANVEL,1
UDAIPUR CITY,KOLKATA,1
NANDED,PUNE JN.,1
NANDED,SAMBALPUR JN.,1
NANDED,SANTRAGACHI JN.,1
NANDED,SHRI GANGANAGAR,1
NANDED,TIRUPATI,1
TUNI,RAJAHMUNDRY,1
NANDED,UNA HIMACHAL,1
NANDED,VISAKHAPATNAM,1
TUNDLA JN,KANPUR CENTRAL JN.,1
NANDYAL,KURNOOL TOWN,1
TUTICORIN,CHENNAI EGMORE,1
UDAIPUR CITY,KHAJAURAHO,1
NAIHATI JN.,KALYANI SIMANTA,1
UDAIPUR CITY,INDORE BG,1
UDAIPUR CITY,HAZRAT NIZAMUDDIN JN,1
NAINPUR JN.,JABALPUR,1
SEALDAH,BARDDHAMAN JN.,1
UDAIPUR CITY,HARIDWAR JN,1
UDAIPUR CITY,DELHI-SARAI ROHILLA,1
UDAIPUR CITY,CHITTAURGARH JN,1
NAJIBABAD JN.,MORADABAD JN.,1
TUTICORIN,OKHA,1
NAKAHA JUNGLE,LUCKNOW JN.,1
NALHATI JN.,AZIMGANJ JN.,1
REWARI JN.,MEERUT CANT,1
TUTICORIN,TIRUNELVELI JN,1
TUTICORIN,TIRUCHENDUR,1
NANDED,ADILABAD,1
REWARI JN.,JODHPUR JN.,1
NANDED,AURANGABAD,1
NANDED,BIKANER JN.,1
NANDED,CST-MUMBAI,1
NAKAHA JUNGLE,DALIGANJ JN,1
WARDHA JN.,AMRAVATI,1
WARASEONI,GONDIA JN.,1
MANDUADIH,GORAKHPUR JN.,1
MANDUADIH,JABALPUR,1
MANDUADIH,MUZAFFARPUR JN.,1
SALEM JN.,KATPADI JN,1
WADSA,CHANDAFORT,1
WADI JN.,SOLAPUR,1
VRIDHA CHALAM JN.,TIRUCHIRAPPALLI JN.,1
VASCO-DA-GAMA,VELANKANNI,1
MANDUADIH,RAMESWARAM,1
MANENDRAGARH,AMBIKAPUR,1
MANGALORE CENTRAL,CALICUT,1
SANJAN,SURAT,1
MANGALORE CENTRAL,CHENNAI EGMORE,1
SALEM JN.,COIMBATORE  JN.,1
SALEM JN.,CHENNAI EGMORE,1
MANGALORE CENTRAL,KACHEGUDA,1
MANGALORE CENTRAL,KANNUR,1
MANGALORE CENTRAL,KAWR,1
MANDUADIH,PUNE JN.,1
MALDA TOWN,KATIHAR JN.,1
SANGLI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,1
MALDA TOWN,NABADWIP DHAM,1
MALDA TOWN,NEW DELHI,1
YAMUNA BRIDGE,RATLAM JN,1
MALDA TOWN,NEW JALPAIGURI JN,1
MALDA TOWN,PATNA JN.,1
MALDA TOWN,SAHIBGANJ,1
MALDA TOWN,SEALDAH,1
MANDUADIH,BHATNI JN.,1
MALIYA MIYANA JN.,MORVI,1
MANAMADURAI,TIRUCHIRAPPALLI JN.,1
MANANWALA,HOSHIARPUR,1
YAMUNA BRIDGE,BAYANA,1
WHITE FIELD,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),1
WHITE FIELD,BAIYYAPPANAHALLI,1
WARDHA JN.,NAGPUR JN.(CR),1
MANDSOR,KOTA,1
WARDHA JN.,BHUSAVAL JN.,1
WARDHA JN.,BALHARSHAH,1
MALDA TOWN,SURAT,1
VISAKHAPATNAM,RAYAGADA JN.,1
VISAKHAPATNAM,RAIPUR JN.,1
