Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Service_Category
73264,PNBE-IPR DEM,PATNA JN.,ISLAMPUR,THURSDAY,Weekday
73421,JMP-KEU PGR,JAMALPUR JN.,KIUL JN.,MONDAY,Weekday
73422,KIUL-JMP PGR,KIUL JN.,JAMALPUR JN.,SUNDAY,Weekend
73425,JMP-KIUL PGR,JAMALPUR JN.,KIUL JN.,MONDAY,Weekday
73426,KIUL-JMP PGR,KIUL JN.,JAMALPUR JN.,FRIDAY,Weekday
73427,JMP-KEU PASS,JAMALPUR JN.,KIUL JN.,MONDAY,Weekday
73428,KEU-JMP PASS,KIUL JN.,JAMALPUR JN.,WEDNESDAY,Weekday
73429,BGP-JMP PGR,BHAGALPUR,JAMALPUR JN.,SUNDAY,Weekend
73430,JMP-BGP PGR,JAMALPUR JN.,BHAGALPUR,SUNDAY,Weekend
73451,TIL-JMP DEMU,TILRATH,JAMALPUR JN.,THURSDAY,Weekday
73452,JMP TIL DEMU,JAMALPUR JN.,TILRATH,SUNDAY,Weekend
73453,TIL-JMP DEMU,TILRATH,JAMALPUR JN.,FRIDAY,Weekday
73454,JMP-TIL DEMU,JAMALPUR JN.,TILRATH,MONDAY,Weekday
73461,KGG-JMP DEMU,KHAGARIA JN.,JAMALPUR JN.,SUNDAY,Weekend
73462,JMP-KGG DEMU,JAMALPUR JN.,KHAGARIA JN.,SATURDAY,Weekend
73463,KGG JMP DEM,KHAGARIA JN.,JAMALPUR JN.,MONDAY,Weekday
73464,JMP KGG DEMU,JAMALPUR JN.,KHAGARIA JN.,TUESDAY,Weekday
73538,JSME-UDL PAS,JASIDIH JN.,ANDAL JN.,SATURDAY,Weekend
73539,UDL-JSME PGR,ANDAL JN.,JASIDIH JN.,FRIDAY,Weekday
73581,JSME BANKA P,JASIDIH JN.,BANKA,WEDNESDAY,Weekday
73582,BANKA JSME P,BANKA,JASIDIH JN.,MONDAY,Weekday
73901,JMP-UREN SRA,JAMALPUR JN.,DHANAURI,WEDNESDAY,Weekday
73902,UREN-JMP SRA,DHANAURI,JAMALPUR JN.,MONDAY,Weekday
73903,JMP KJH SRAM,JAMALPUR JN.,DHANAURI,SATURDAY,Weekend
73904,DNRE-JMP SRA,DHANAURI,JAMALPUR JN.,MONDAY,Weekday
73905,JMP-UREN SRA,JAMALPUR JN.,DHANAURI,SATURDAY,Weekend
73911,SGG-JMP PGR.,SULTANGANJ,JAMALPUR JN.,SATURDAY,Weekend
73912,JMP-SGG PGR,JAMALPUR JN.,SULTANGANJ,SUNDAY,Weekend
73913,SGG-JMP PGR.,SULTANGANJ,JAMALPUR JN.,FRIDAY,Weekday
73914,JMP-SGG PGR,JAMALPUR JN.,SULTANGANJ,MONDAY,Weekday
73916,JMP-SGG PGR,JAMALPUR JN.,SULTANGANJ,TUESDAY,Weekday
74001,DLI-RE DMU,DELHI JN.,REWARI JN.,MONDAY,Weekday
74002,RE-DLI DMU,REWARI JN.,DELHI JN.,FRIDAY,Weekday
74003,DLI-RE DMU,DELHI JN.,REWARI JN.,SATURDAY,Weekend
74004,RE-DLI DMU,REWARI JN.,DELHI JN.,SATURDAY,Weekend
74011,DLI-ROK DMU,DELHI JN.,ROHTAK JN.,SATURDAY,Weekend
74012,ROK-DLI DMU,ROHTAK JN.,DELHI JN.,WEDNESDAY,Weekday
74013,DLI-KKDE DMU,DELHI JN.,KURUKSHETRA JN.,FRIDAY,Weekday
74014,KKDE-DLI DMU,KURUKSHETRA JN.,DELHI JN.,FRIDAY,Weekday
74015,RE-JIND  DEM,REWARI JN.,JIND JN,WEDNESDAY,Weekday
74016,JIND-ROK-RE,JIND JN,REWARI JN.,MONDAY,Weekday
74017,RE-ROK DEMU,REWARI JN.,ROHTAK JN.,FRIDAY,Weekday
74018,ROK-RE DMU,ROHTAK JN.,REWARI JN.,MONDAY,Weekday
74019,SNP-JIND DMU,SONIPAT,JIND JN,MONDAY,Weekday
74020,JIND-SNP DEM,JIND JN,SONIPAT,THURSDAY,Weekday
74021,DLI-SRE DMU,DELHI JN.,SAHARANPUR JN.,FRIDAY,Weekday
74022,HARIDWAR-DLI,SHAMLI,DELHI JN.,MONDAY,Weekday
74023,DELHI-HARIDW,DELHI JN.,SHAMLI,FRIDAY,Weekday
74024,SREL-DLI DMU,SAHARANPUR JN.,DELHI JN.,WEDNESDAY,Weekday
74025,DELHI-SHAMLI,DELHI JN.,SHAMLI,WEDNESDAY,Weekday
74026,SHAMLI-DELHI,SHAMLI,DELHI JN.,TUESDAY,Weekday
74027,DLI-BTU DEMU,DELHI JN.,BARAUT,TUESDAY,Weekday
74028,BTU-DLI DEMU,BARAUT,DELHI JN.,MONDAY,Weekday
74029,SNP-JIND,SONIPAT,JIND JN,SUNDAY,Weekend
74030,JIND-SNP,JIND JN,SONIPAT,TUESDAY,Weekday
74031,GHH-FN DMU,GARHI HARSARU JN.,FARUKHNAGAR,TUESDAY,Weekday
74032,FN-DEE DMU,FARUKHNAGAR,DELHI-SARAI ROHILLA,SUNDAY,Weekend
74033,DEE-FN DMU,DELHI-SARAI ROHILLA,FARUKHNAGAR,SUNDAY,Weekend
74034,FN-GHH DMU,FARUKHNAGAR,GARHI HARSARU JN.,SATURDAY,Weekend
74035,GHH-FN DMU,GARHI HARSARU JN.,FARUKHNAGAR,SUNDAY,Weekend
74036,FN-DEE DMU,FARUKHNAGAR,DELHI-SARAI ROHILLA,SUNDAY,Weekend
74037,DEE-FN DMU,DELHI-SARAI ROHILLA,FARUKHNAGAR,SUNDAY,Weekend
74038,FN-GHH DMU,FARUKHNAGAR,GARHI HARSARU JN.,WEDNESDAY,Weekday
74201,PBH-LKO DMU,PARTAPGARH JN.,LUCKNOW JN.,MONDAY,Weekday
74202,LKO/PBH DMU,LUCKNOW JN.,PARTAPGARH JN.,TUESDAY,Weekday
74301,SHTS-MB DMU,SAMBAHAL HATIM SARAI,MORADABAD JN.,THURSDAY,Weekday
74302,MB-SHTS DMU,MORADABAD JN.,SAMBAHAL HATIM SARAI,MONDAY,Weekday
74303,SHTS-MB DMU,SAMBAHAL HATIM SARAI,MORADABAD JN.,SATURDAY,Weekend
74304,MB-SHTS DMU,MORADABAD JN.,SAMBAHAL HATIM SARAI,FRIDAY,Weekday
74305,SHTS-MB DMU,SAMBAHAL HATIM SARAI,MORADABAD JN.,FRIDAY,Weekday
74306,MB-SHTS DMU,MORADABAD JN.,SAMBAHAL HATIM SARAI,TUESDAY,Weekday
74601,BEAS-TTO,BEAS JN,TARN TARAN,SUNDAY,Weekend
74602,TTO-BEAS,TARN TARAN,BEAS JN,SATURDAY,Weekend
74603,BEAS-TTO DMU,BEAS JN,TARN TARAN,TUESDAY,Weekday
74604,TTO-BEAS DMU,TARN TARAN,BEAS JN,SATURDAY,Weekend
74605,BEAS-TTO DMU,BEAS JN,TARN TARAN,MONDAY,Weekday
74606,TTO-BEAS DMU,TARN TARAN,BEAS JN,WEDNESDAY,Weekday
74607,BEAS-TTO DMU,BEAS JN,TARN TARAN,SUNDAY,Weekend
74608,BEAS-TTO DMU,TARN TARAN,BEAS JN,FRIDAY,Weekday
74611,BAHL-BDGM DM,BANIHAL,BUDGAM,SUNDAY,Weekend
74612,BDGM - BAHL,BUDGAM,BANIHAL,SUNDAY,Weekend
74613,BDGM-BRML DM,BUDGAM,BARAMULLA,MONDAY,Weekday
74614,BRML-BAHL DE,BARAMULLA,BANIHAL,THURSDAY,Weekday
74615,BAHL-BRML DE,BANIHAL,BARAMULLA,THURSDAY,Weekday
74616,BRML-BDGM DE,BARAMULLA,BUDGAM,FRIDAY,Weekday
74617,BDGM-BRML DM,BUDGAM,BARAMULLA,SATURDAY,Weekend
74618,BRML-BDGM DM,BARAMULLA,BUDGAM,MONDAY,Weekday
74619,BAHL-BRML DM,BANIHAL,BARAMULLA,WEDNESDAY,Weekday
74620,BRML-BAHL DM,BARAMULLA,BANIHAL,SATURDAY,Weekend
74621,BDGM-BRML,BUDGAM,BARAMULLA,MONDAY,Weekday
74622,BRML-BDGM-DM,BARAMULLA,BUDGAM,SUNDAY,Weekend
74623,BDGM-BRML DM,BUDGAM,BARAMULLA,SUNDAY,Weekend
74624,BRML-BDGM DM,BARAMULLA,BUDGAM,SATURDAY,Weekend
74625,BAHL-BRML DM,BANIHAL,BARAMULLA,THURSDAY,Weekday
74626,BRML-BAHL DM,BARAMULLA,BANIHAL,SATURDAY,Weekend
74627,BAHL-BRML DM,BANIHAL,BARAMULLA,THURSDAY,Weekday
74628,BRML-BAHL DM,BARAMULLA,BANIHAL,TUESDAY,Weekday
74629,BAHL-BRML DM,BANIHAL,BARAMULLA,MONDAY,Weekday
74630,BRML-BAHL DM,BARAMULLA,BANIHAL,THURSDAY,Weekday
74631,BAHL-BDGM DM,BANIHAL,BUDGAM,SATURDAY,Weekend
74632,BDGM-BAHL DM,BUDGAM,BANIHAL,SATURDAY,Weekend
74633,BAHL-BDGM DM,BANIHAL,BUDGAM,SUNDAY,Weekend
74634,BDGM-BAHL,BUDGAM,BANIHAL,SUNDAY,Weekend
74635,BAHL- BDGM D,BANIHAL,BUDGAM,FRIDAY,Weekday
74636,BDGM-BAHL DM,BUDGAM,BANIHAL,WEDNESDAY,Weekday
74637,BAHL- BDGM D,BANIHAL,BUDGAM,FRIDAY,Weekday
74638,BDGM-BAHL DM,BUDGAM,BANIHAL,MONDAY,Weekday
74639,BAHL- BDGM D,BANIHAL,BUDGAM,SATURDAY,Weekend
74640,BDGM-BAHL DM,BUDGAM,BANIHAL,SUNDAY,Weekend
74641,1JA JUC-ASR,JALANDHAR CITY JN.,MANANWALA,TUESDAY,Weekday
74642,JUC-ASR,AMRITSAR JN.,JALANDHAR CITY JN.,FRIDAY,Weekday
74643,JUC-ASR DMU,JALANDHAR CITY JN.,AMRITSAR JN.,TUESDAY,Weekday
74644,ASR-JUC DMU,AMRITSAR JN.,JALANDHAR CITY JN.,TUESDAY,Weekday
74645,UMB-JUC PASS,AMBALA CANTT JN,JALANDHAR CITY JN.,MONDAY,Weekday
74646,JUC-UMB PASS,JALANDHAR CITY JN.,AMBALA CANTT JN,SATURDAY,Weekend
74647,LDH-JUC DMU,LUDHIANA JN.,JALANDHAR CITY JN.,FRIDAY,Weekday
74648,JUC-NRO-LDH,JALANDHAR CITY JN.,LUDHIANA JN.,SATURDAY,Weekend
74651,DBNK-ASR DMU,AMRITSAR JN.,DERABABA NANAK,FRIDAY,Weekday
74652,DBNK-ASR DMU,DERABABA NANAK,VERKA JN.,FRIDAY,Weekday
74653,DBNK-ASR DMU,VERKA JN.,DERABABA NANAK,SATURDAY,Weekend
74654,DBNK-VKA DMU,DERABABA NANAK,VERKA JN.,FRIDAY,Weekday
74655,DBNK-ASR DMU,VERKA JN.,DERABABA NANAK,THURSDAY,Weekday
74656,DBNK-ASR DMU,DERABABA NANAK,VERKA JN.,SATURDAY,Weekend
74657,DBNK-ASR DMU,VERKA JN.,DERABABA NANAK,MONDAY,Weekday
74658,DBNK-ASR DMU,DERABABA NANAK,AMRITSAR JN.,WEDNESDAY,Weekday
74661,ATT-ASR DMU,AMRITSAR JN.,ATARI JN,SATURDAY,Weekend
74662,ATT-ASR DMU,ATARI JN,AMRITSAR JN.,SATURDAY,Weekend
74663,ATT-ASR DMU,AMRITSAR JN.,ATARI JN,FRIDAY,Weekday
74664,ATT-ASR DMU,ATARI JN,AMRITSAR JN.,TUESDAY,Weekday
74671,ASR-PTK DMU,AMRITSAR JN.,PATHANKOT JN.,SUNDAY,Weekend
74672,PTK-ASR DMU,PATHANKOT JN.,AMRITSAR JN.,MONDAY,Weekday
74673,PTK-ASR DMU,VERKA JN.,PATHANKOT JN.,SATURDAY,Weekend
74674,PTK-ASR DMU,PATHANKOT JN.,VERKA JN.,THURSDAY,Weekday
74675,ASR-PTK DMU,AMRITSAR JN.,PATHANKOT JN.,FRIDAY,Weekday
74676,PTK-ASR DMU,PATHANKOT JN.,AMRITSAR JN.,FRIDAY,Weekday
74681,ASR-KEMK DMU,KHEM KARAN,AMRITSAR JN.,THURSDAY,Weekday
74682,ASR-KEMK DMU,AMRITSAR JN.,KHEM KARAN,MONDAY,Weekday
74683,ASR-KEMK DMU,KHEM KARAN,BHAGTANWALA,SUNDAY,Weekend
74684,ASR-KEMK DMU,AMRITSAR JN.,KHEM KARAN,THURSDAY,Weekday
74685,ASR-KEMK DMU,KHEM KARAN,BHAGTANWALA,SUNDAY,Weekend
74686,ASR-KEMK DMU,BHAGTANWALA,KHEM KARAN,SUNDAY,Weekend
74687,ASR-KEMK DMU,KHEM KARAN,AMRITSAR JN.,SUNDAY,Weekend
74688,ASR-KEMK DMU,BHAGTANWALA,KHEM KARAN,WEDNESDAY,Weekday
74691,ASR-QDN DMU,AMRITSAR JN.,QADIAN,WEDNESDAY,Weekday
74692,QDN-ASR DMU,QADIAN,AMRITSAR JN.,THURSDAY,Weekday
74801,MEC-MTD DMU,MERTA CITY,MERTA ROAD JN.,FRIDAY,Weekday
74802,MTD-MEC DMU,MERTA ROAD JN.,MERTA CITY,FRIDAY,Weekday
74803,MEC-MTD,MERTA CITY,MERTA ROAD JN.,WEDNESDAY,Weekday
74804,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,FRIDAY,Weekday
74805,MEC-MTD RAIL,MERTA CITY,MERTA ROAD JN.,FRIDAY,Weekday
74806,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,TUESDAY,Weekday
74807,MEC - MTD RA,MERTA CITY,MERTA ROAD JN.,THURSDAY,Weekday
74808,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,SATURDAY,Weekend
74809,MEC-MTD RAIL,MERTA CITY,MERTA ROAD JN.,MONDAY,Weekday
74810,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,FRIDAY,Weekday
74811,MEC-MTD RAIL,MERTA CITY,MERTA ROAD JN.,MONDAY,Weekday
74812,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,SATURDAY,Weekend
74813,MEC-MTD RAIL,MERTA CITY,MERTA ROAD JN.,TUESDAY,Weekday
74814,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,WEDNESDAY,Weekday
74815,MEC-MTD RAIL,MERTA CITY,MERTA ROAD JN.,THURSDAY,Weekday
74816,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,FRIDAY,Weekday
74817,MEC-MTD RAIL,MERTA CITY,MERTA ROAD JN.,THURSDAY,Weekday
74818,MTD-MEC RAIL,MERTA ROAD JN.,MERTA CITY,TUESDAY,Weekday
74831,BKN-CUR PASS,BIKANER JN.,CHURU,TUESDAY,Weekday
74832,CUR BKN PASS,CHURU,BIKANER JN.,SATURDAY,Weekend
74833,BKN HSR PASS,BIKANER JN.,HISAR JN,FRIDAY,Weekday
74834,HSR BKN PASS,HISAR JN,BIKANER JN.,SATURDAY,Weekend
74835,JU HSR PASS,JODHPUR JN.,HISAR JN,WEDNESDAY,Weekday
74836,HSR JU PASS,HISAR JN,JODHPUR JN.,SATURDAY,Weekend
74837,JU BLDI PASS,JODHPUR JN.,PALANPUR JN,SUNDAY,Weekend
74838,BLDI JU PASS,PALANPUR JN,JODHPUR JN.,SUNDAY,Weekend
74839,JU BME PASS,JODHPUR JN.,BARMER,SATURDAY,Weekend
74840,BME JU PASS,BARMER,JODHPUR JN.,MONDAY,Weekday
74841,JU BLDI PASS,JODHPUR JN.,BHILDI JN,FRIDAY,Weekday
74842,BLDI JU PASS,BHILDI JN,JODHPUR JN.,SATURDAY,Weekend
74843,JU BME PASS,JODHPUR JN.,BARMER,FRIDAY,Weekday
74844,BME JU PASS,BARMER,JODHPUR JN.,WEDNESDAY,Weekday
74845,RE SDLP HSR,REWARI JN.,HISAR JN,MONDAY,Weekday
74846,HSR SDLP RE,HISAR JN,REWARI JN.,SATURDAY,Weekend
74847,RE SDLP HSR,REWARI JN.,HISAR JN,TUESDAY,Weekday
74848,HSR SDLP RE,HISAR JN,REWARI JN.,SUNDAY,Weekend
74849,RTGH SRDR,RATANAGARH JN,SARDARSAHAR,SUNDAY,Weekend
74850,SRDR RTGH,SARDARSAHAR,RATANAGARH JN,MONDAY,Weekday
74851,RTGH SRDR,RATANAGARH JN,SARDARSAHAR,SUNDAY,Weekend
74852,SRDR RTGH,SARDARSAHAR,RATANAGARH JN,WEDNESDAY,Weekday
74853,RTGH SRDR,RATANAGARH JN,SARDARSAHAR,MONDAY,Weekday
74854,SRDR RTGH,SARDARSAHAR,RATANAGARH JN,THURSDAY,Weekday
74855,BKN- RTGH PA,BIKANER JN.,RATANAGARH JN,FRIDAY,Weekday
74856,RTGH - BKN P,RATANAGARH JN,BIKANER JN.,SATURDAY,Weekend
74857,SIKR CUR DEM,SIKAR JN.,CHURU,WEDNESDAY,Weekday
74858,CUR SIKR DEM,CHURU,SIKAR JN.,MONDAY,Weekday
74901,PTK-JUC DMU,JALANDHAR CITY JN.,PATHANKOT JN.,WEDNESDAY,Weekday
74902,PTK-JUC DMU,PATHANKOT JN.,JALANDHAR CITY JN.,SUNDAY,Weekend
74903,PTK-JUC DMU,JALANDHAR CITY JN.,PATHANKOT JN.,WEDNESDAY,Weekday
74904,PTK-JUC DMU,PATHANKOT JN.,JALANDHAR CITY JN.,MONDAY,Weekday
74906,UHP-JAT-DMU,UDHAMPUR,JAMMU TAWI,SUNDAY,Weekend
74907,JAT-UHP DMU,JAMMU TAWI,UDHAMPUR,SUNDAY,Weekend
74909,PTK-JAT-UHP-,PATHANKOT JN.,UDHAMPUR,SATURDAY,Weekend
74910,PTK-JAT-UHP-,UDHAMPUR,PATHANKOT JN.,FRIDAY,Weekday
74911,HSX-JUC DMU,HOSHIARPUR,JALANDHAR CITY JN.,SATURDAY,Weekend
74912,HSX-JUC DMU,JALANDHAR CITY JN.,HOSHIARPUR,SUNDAY,Weekend
74913,HSX-JUC DMU,HOSHIARPUR,JALANDHAR CITY JN.,TUESDAY,Weekday
74914,HSX-JUC DMU,JALANDHAR CITY JN.,HOSHIARPUR,MONDAY,Weekday
74915,HSX-JUC DMU,HOSHIARPUR,JALANDHAR CITY JN.,FRIDAY,Weekday
74916,HSX-JUC DMU,JALANDHAR CITY JN.,HOSHIARPUR,MONDAY,Weekday
74917,HSX-JUC DMU,HOSHIARPUR,JALANDHAR CITY JN.,MONDAY,Weekday
74918,HSX-JUC DMU,JALANDHAR CITY JN.,HOSHIARPUR,SUNDAY,Weekend
74919,HSX-JUC DMU,HOSHIARPUR,JALANDHAR CITY JN.,SUNDAY,Weekend
74920,HSX-JUC DMU,JALANDHAR CITY JN.,HOSHIARPUR,THURSDAY,Weekday
74923,HSX-ASR DMU,HOSHIARPUR,AMRITSAR JN.,TUESDAY,Weekday
74924,ASR-HSX DMU,MANANWALA,HOSHIARPUR,MONDAY,Weekday
74931,JUC-FZR DMU,JALANDHAR CITY JN.,FIROZPUR CANTT JN.,TUESDAY,Weekday
74932,FZR-JUC DMU,FIROZPUR CANTT JN.,JALANDHAR CITY JN.,THURSDAY,Weekday
74933,JUC-FZR DMU,JALANDHAR CITY JN.,FIROZPUR CANTT JN.,TUESDAY,Weekday
74934,JUC-FZR DMU,FIROZPUR CANTT JN.,JALANDHAR CITY JN.,WEDNESDAY,Weekday
74935,JUC-FZR DMU,JALANDHAR CITY JN.,FIROZPUR CANTT JN.,FRIDAY,Weekday
74936,JUC-FZR DMU,FIROZPUR CANTT JN.,JALANDHAR CITY JN.,THURSDAY,Weekday
74937,JALANDER FIR,JALANDHAR CITY JN.,FIROZPUR CANTT JN.,FRIDAY,Weekday
74938,JUC-FZR DMU,FIROZPUR CANTT JN.,JALANDHAR CITY JN.,WEDNESDAY,Weekday
74939,JUC-FZR DMU,JALANDHAR CITY JN.,FIROZPUR CANTT JN.,MONDAY,Weekday
74940,FZR-JUC DMU,FIROZPUR CANTT JN.,JALANDHAR CITY JN.,MONDAY,Weekday
74941,NRO-JUC DMU,NAKODAR JN.,JALANDHAR CITY JN.,WEDNESDAY,Weekday
74942,JUC-NRO,JALANDHAR CITY JN.,NAKODAR JN.,WEDNESDAY,Weekday
74943,NRO-JUC DMU,NAKODAR JN.,JALANDHAR CITY JN.,MONDAY,Weekday
74944,JUC-NRO DMU,JALANDHAR CITY JN.,NAKODAR JN.,THURSDAY,Weekday
74945,NRO-JUC DMU,NAKODAR JN.,JALANDHAR CITY JN.,THURSDAY,Weekday
74946,JUC-NRO DMU,JALANDHAR CITY JN.,NAKODAR JN.,FRIDAY,Weekday
74947,NRO-JUC DMU,NAKODAR JN.,JALANDHAR CITY JN.,THURSDAY,Weekday
74948,JUC-NRO DMU,JALANDHAR CITY JN.,NAKODAR JN.,WEDNESDAY,Weekday
74951,JJJ-JUC DMU,JAIJON DOABA,JALANDHAR CITY JN.,TUESDAY,Weekday
74952,JJJ-JUC DMU,JALANDHAR CITY JN.,JAIJON DOABA,FRIDAY,Weekday
74953,JJJ-JUC DMU,JAIJON DOABA,JALANDHAR CITY JN.,SUNDAY,Weekend
74954,JUC-JJJ DMU,JALANDHAR CITY JN.,JAIJON DOABA,MONDAY,Weekday
74961,LDH-FZR DMU,LUDHIANA JN.,FIROZPUR CANTT JN.,WEDNESDAY,Weekday
74962,LDH-FZR DMU,FIROZPUR CANTT JN.,LUDHIANA JN.,WEDNESDAY,Weekday
74963,LDH-FZR DMU,LUDHIANA JN.,FIROZPUR CANTT JN.,WEDNESDAY,Weekday
74964,LDH-FZR DMU,FIROZPUR CANTT JN.,LUDHIANA JN.,TUESDAY,Weekday
74965,LDH-LNK DMU,LUDHIANA JN.,LOHIAN KHAS JN.,SUNDAY,Weekend
74966,LDH-LNK DMU,LOHIAN KHAS JN.,LUDHIANA JN.,THURSDAY,Weekday
74967,LDH-LNK DMU,LUDHIANA JN.,LOHIAN KHAS JN.,MONDAY,Weekday
74968,LDH-LNK DMU,LOHIAN KHAS JN.,LUDHIANA JN.,FRIDAY,Weekday
74969,LDH-LNK DMU,LUDHIANA JN.,LOHIAN KHAS JN.,THURSDAY,Weekday
74970,LNK-LDH DMU,LOHIAN KHAS JN.,LUDHIANA JN.,SUNDAY,Weekend
74971,FKA-FZR DMU,FIROZPUR CANTT JN.,FAZILKA JN.,MONDAY,Weekday
74972,FZR-FKA DMU,FAZILKA JN.,FIROZPUR CANTT JN.,MONDAY,Weekday
74973,FZR-FKA DMU,FIROZPUR CANTT JN.,FAZILKA JN.,WEDNESDAY,Weekday
74974,FKA-FZR DMU,FAZILKA JN.,FIROZPUR CANTT JN.,WEDNESDAY,Weekday
74975,FZR-FKA DMU,FIROZPUR CANTT JN.,FAZILKA JN.,MONDAY,Weekday
74976,FKA-FZR DMU,FAZILKA JN.,FIROZPUR CANTT JN.,TUESDAY,Weekday
74977,FKA-FZR DMU,FIROZPUR CANTT JN.,FAZILKA JN.,THURSDAY,Weekday
74978,FZR-FKA DMU,FAZILKA JN.,FIROZPUR CANTT JN.,SATURDAY,Weekend
74981,KKP-FKA DMU,KOT KAPURA JN,FAZILKA JN.,SATURDAY,Weekend
74982,FKA-KKP DMU,FAZILKA JN.,KOT KAPURA JN,MONDAY,Weekday
74983,KKP-FKA DMU,KOT KAPURA JN,FAZILKA JN.,MONDAY,Weekday
74984,FKA-KKP DMU,FAZILKA JN.,KOT KAPURA JN,MONDAY,Weekday
74985,BTI-FKA-DMU,BATHINDA JN,FAZILKA JN.,MONDAY,Weekday
74986,FKA-BTI-DMU,FAZILKA JN.,BATHINDA JN,SATURDAY,Weekend
74987,BTI-FKA-DMU,BATHINDA JN,FAZILKA JN.,TUESDAY,Weekday
74988,FKA-BTI-DMU,FAZILKA JN.,BATHINDA JN,FRIDAY,Weekday
74991,UMB-CHDL PAS,AMBALA CANTT JN,AMB  ANDAURA,SATURDAY,Weekend
74992,CHDL-UMB PAS,AMB  ANDAURA,AMBALA CANTT JN,TUESDAY,Weekday
74993,KKDE-UMB PAS,KURUKSHETRA JN.,AMBALA CANTT JN,WEDNESDAY,Weekday
74994,UMB-KKDE PAS,AMBALA CANTT JN,KURUKSHETRA JN.,MONDAY,Weekday
75002,GD-BNY-GKP-D,GONDA JN.,GORAKHPUR JN.,THURSDAY,Weekday
75003,GKP-BNY-DMU,GORAKHPUR JN.,BARHNI,FRIDAY,Weekday
75004,BNY-GKP-DMU,BARHNI,GORAKHPUR JN.,TUESDAY,Weekday
75005,GKP-BNY-DMU,GORAKHPUR JN.,GONDA JN.,THURSDAY,Weekday
75007,GKP-BNY-GD D,GORAKHPUR JN.,GONDA JN.,FRIDAY,Weekday
75008,GD-BNY-GKP-D,GONDA JN.,GORAKHPUR JN.,MONDAY,Weekday
75009,SV-CPJ-DMU S,SIWAN JN.,KAPTANGANJ JN.,THURSDAY,Weekday
75010,CPJ-THE-DMU,KAPTANGANJ JN.,THAWE JN.,THURSDAY,Weekday
75011,THE-GKP-DMU,THAWE JN.,GORAKHPUR JN.,THURSDAY,Weekday
75012,GKP-SV-DMU S,GORAKHPUR JN.,SIWAN JN.,FRIDAY,Weekday
75013,GKP-NTV -DMU,GORAKHPUR JN.,NAUTANWA,FRIDAY,Weekday
75014,NTV-GKP -DMU,NAUTANWA,GORAKHPUR JN.,TUESDAY,Weekday
75015,GKP-NTV PASS,GORAKHPUR JN.,NAUTANWA,SATURDAY,Weekend
75016,NTV-GKP PASS,NAUTANWA,GORAKHPUR JN.,WEDNESDAY,Weekday
75101,BUI-BCY DEMU,BALLIA,VARANASI CITY,THURSDAY,Weekday
75102,BCY-BUI DEMU,VARANASI CITY,BALLIA,TUESDAY,Weekday
75103,PEP-BCY DEMU,PHEPHNA JN.,VARANASI CITY,TUESDAY,Weekday
75104,BCY-PEP DEMU,VARANASI CITY,PHEPHNA JN.,MONDAY,Weekday
75105,MAU-ALY-DMU-,MAU JN.,ALLAHABAD CITY,FRIDAY,Weekday
75106,ALY-MAU-DMU-,ALLAHABAD CITY,MAU JN.,SUNDAY,Weekend
75107,MUV-ALY-DMU,MANDUADIH,ALLAHABAD CITY,MONDAY,Weekday
75109,MAU-BCY- DMU,MAU JN.,VARANASI CITY,SATURDAY,Weekend
75111,GCT-BSB DMU,GHAZIPUR CITY,VARANASI JN.,FRIDAY,Weekday
75112,BSB-GCT-DMU,VARANASI JN.,GHAZIPUR CITY,SUNDAY,Weekend
75113,BTT-BCY DEMU,BHATNI JN.,VARANASI CITY,THURSDAY,Weekday
75114,BCY-BTT DMU,VARANASI CITY,BHATNI JN.,SATURDAY,Weekend
75115,GCT-PRG- PAS,GHAZIPUR CITY,PRAYAG JN.,FRIDAY,Weekday
75116,PRG-GCT DEMU,PRAYAG JN.,GHAZIPUR CITY,THURSDAY,Weekday
75201,SEE-CPR DEMU,SONPUR JN.,CHHAPRA JN.,WEDNESDAY,Weekday
75202,CPR-SEE DEMU,CHHAPRA JN.,SONPUR JN.,SUNDAY,Weekend
75207,SPJ-MFP DEMU,SAMASTIPUR JN.,MUZAFFARPUR JN.,SATURDAY,Weekend
75208,MFP - SPJ DE,MUZAFFARPUR JN.,SAMASTIPUR JN.,SATURDAY,Weekend
75209,SPJ - JYG DE,SAMASTIPUR JN.,JAYNAGAR,TUESDAY,Weekday
75210,JYG-SPJ DEMU,JAYNAGAR,SAMASTIPUR JN.,TUESDAY,Weekday
75211,SPJ-SEE DEMU,SAMASTIPUR JN.,SONPUR JN.,WEDNESDAY,Weekday
75212,SEE - SPJ DE,SONPUR JN.,SAMASTIPUR JN.,SATURDAY,Weekend
75213,RXL-SGL DEMU,RAXAUL JN.,SAGAULI JN.,THURSDAY,Weekday
75214,SGL-RXL DEMU,SAGAULI JN.,RAXAUL JN.,TUESDAY,Weekday
75221,SEE-CPR DEMU,SONPUR JN.,CHHAPRA JN.,MONDAY,Weekday
